Date,SAP(£/MWh),EU ETS (£/MWh),Gas (£/MWh)
2016-01-01,10.44,1.099206592,14.84820659
2016-01-02,10.29,1.099206592,14.70020659
2016-01-03,10.44,1.099206592,14.85320659
2016-01-04,11.22,1.099206592,15.63520659
2016-01-05,11.25,1.090321471,15.65432147
2016-01-06,11.48,1.052374881,15.84637488
2016-01-07,11.92,1.029240317,16.26124032
2016-01-08,11.61,1.022289218,15.94328922
2016-01-09,11.32,1.022289218,15.65128922
2016-01-10,11.37,1.022289218,15.70128922
2016-01-11,11.55,0.992598099,15.8545981
2016-01-12,10.84,0.984830054,15.13383005
2016-01-13,11.84,1.009701371,16.16170137
2016-01-14,11.01,0.98455313,15.30355313
2016-01-15,11.36,0.932329081,15.60232908
2016-01-16,11.32,0.932329081,15.56432908
2016-01-17,11.2,0.932329081,15.43932908
2016-01-18,10.66,0.952122151,14.92412215
2016-01-19,10.71,0.962592619,14.98459262
2016-01-20,10.77,0.900418724,14.97741872
2016-01-21,10.2,0.879787614,14.39078761
2016-01-22,10.79,0.8932482,14.9952482
2016-01-23,11.1,0.8932482,15.3082482
2016-01-24,10.38,0.8932482,14.5892482
2016-01-25,9.9,0.823127254,14.03612725
2016-01-26,10.06,0.852943277,14.22094328
2016-01-27,10.45,0.825132699,14.5891327
2016-01-28,10.85,0.853482334,15.01048233
2016-01-29,10.7,0.851574515,14.86557451
2016-01-30,10.66,0.851574515,14.81857451
2016-01-31,10.67,0.851574515,14.83457451
2016-02-01,10.3,0.79884489,14.40584489
2016-02-02,10.17,0.814805042,14.29380504
2016-02-03,10.27,0.786352194,14.36835219
2016-02-04,9.71,0.784220341,13.80922034
2016-02-05,9.82,0.787250729,13.92025073
2016-02-06,9.52,0.787250729,13.62225073
2016-02-07,9.57,0.787250729,13.67125073
2016-02-08,10.22,0.743276464,14.27127646
2016-02-09,9.88,0.709146052,13.90214605
2016-02-10,9.92,0.701482472,13.93348247
2016-02-11,9.83,0.67781783,13.82081783
2016-02-12,10.39,0.733996349,14.43699635
2016-02-13,10.27,0.733996349,14.31299635
2016-02-14,9.93,0.733996349,13.97899635
2016-02-15,10.41,0.686643335,14.40364333
2016-02-16,10.07,0.66788742,14.04988742
2016-02-17,10.55,0.731484304,14.5944843
2016-02-18,9.96,0.752895197,14.0258952
2016-02-19,9.81,0.736672552,13.85567255
2016-02-20,10.08,0.736672552,14.12967255
2016-02-21,9.68,0.736672552,13.72467255
2016-02-22,10.04,0.770540695,14.1195407
2016-02-23,10.51,0.703910841,14.52891084
2016-02-24,10.39,0.702449732,14.40144973
2016-02-25,10.27,0.738703539,14.32070354
2016-02-26,10.32,0.727714533,14.35971453
2016-02-27,10.1,0.727714533,14.13771453
2016-02-28,10.07,0.727714533,14.11171453
2016-02-29,10.68,0.726347265,14.71934727
2016-03-01,10.34,0.71787621,14.36787621
2016-03-02,10.48,0.711385766,14.50638577
2016-03-03,10.56,0.695551817,14.56855182
2016-03-04,10.5,0.701689246,14.51068925
2016-03-05,10.55,0.701689246,14.56268925
2016-03-06,10.06,0.701689246,14.07768925
2016-03-07,10.23,0.725650797,14.2686508
2016-03-08,10.73,0.714774467,14.75977447
2016-03-09,10.29,0.727256915,14.32825691
2016-03-10,10.65,0.701353154,14.66135315
2016-03-11,9.72,0.718307231,13.75130723
2016-03-12,9.6,0.718307231,13.62930723
2016-03-13,9.6,0.718307231,13.63430723
2016-03-14,9.66,0.695838161,13.66883816
2016-03-15,10.46,0.694750912,14.46975091
2016-03-16,10.18,0.7171256,14.2091256
2016-03-17,10.12,0.723933858,14.15493386
2016-03-18,10.53,0.712329367,14.55732937
2016-03-19,10.24,0.712329367,14.26132937
2016-03-20,10.02,0.712329367,14.04232937
2016-03-21,9.71,0.698788374,13.71978837
2016-03-22,9.55,0.694949899,13.5519499
2016-03-23,9.99,0.698066955,14.00306695
2016-03-24,9.91,0.708478385,13.92947838
2016-03-25,9.12,0.708478385,13.14047838
2016-03-26,9.06,0.708478385,13.08347838
2016-03-27,9.27,0.708478385,13.29347838
2016-03-28,9.61,0.705365094,13.62836509
2016-03-29,9.76,0.693006404,13.7630064
2016-03-30,9.62,0.717012021,13.65001202
2016-03-31,9.63,0.7556813,13.6976813
2016-04-01,10.05,0.754078672,14.11407867
2016-04-02,9.79,0.754078672,13.85307867
2016-04-03,9.42,0.754078672,13.49007867
2016-04-04,9.36,0.785446274,13.46144627
2016-04-05,9.24,0.769467121,13.32246712
2016-04-06,9.15,0.786353898,13.2473539
2016-04-07,9.38,0.78457595,13.48057595
2016-04-08,9.49,0.80647783,13.61247783
2016-04-09,9.13,0.80647783,13.25147783
2016-04-10,8.95,0.80647783,13.06547783
2016-04-11,9.4,0.828346703,13.5383467
2016-04-12,9.47,0.82423205,13.60823205
2016-04-13,9.91,0.813431645,14.03743164
2016-04-14,9.74,0.819581539,13.87458154
2016-04-15,9.97,0.802146652,14.08214665
2016-04-16,9.98,0.802146652,14.09114665
2016-04-17,9.4,0.802146652,13.51714665
2016-04-18,10.11,0.799747,14.224747
2016-04-19,9.62,0.812119992,13.74311999
2016-04-20,9.59,0.807469329,13.71046933
2016-04-21,10.47,0.832160077,14.60916008
2016-04-22,11.13,0.86576429,15.30876429
2016-04-23,10.5,0.86576429,14.67376429
2016-04-24,10.51,0.86576429,14.69176429
2016-04-25,10.82,0.845658716,14.98165872
2016-04-26,12.87,0.947409767,17.12440977
2016-04-27,11.44,0.974644951,15.72664495
2016-04-28,11.16,0.90835755,15.38035755
2016-04-29,10.68,0.882764617,14.87876462
2016-04-30,11.15,0.882764617,15.34476462
2016-05-01,10.41,0.882764617,14.60676462
2016-05-02,10.04,0.880566889,14.23456689
2016-05-03,9.6,0.865101442,13.77710144
2016-05-04,9.35,0.892619303,13.5496193
2016-05-05,10.01,0.904662326,14.22966233
2016-05-06,10.08,0.849462035,14.23846204
2016-05-07,9.85,0.849462035,14.01546204
2016-05-08,9.83,0.849462035,13.99446204
2016-05-09,10.44,0.828870095,14.5838701
2016-05-10,10.32,0.85882339,14.49482339
2016-05-11,10.69,0.87326784,14.87126784
2016-05-12,10.07,0.844891208,14.22889121
2016-05-13,10.28,0.847903558,14.43490356
2016-05-14,9.95,0.847903558,14.11090356
2016-05-15,9.82,0.847903558,13.98190356
2016-05-16,10.3,0.885305724,14.50130572
2016-05-17,10.6,0.875451114,14.78645111
2016-05-18,10.65,0.872852976,14.83885298
2016-05-19,10.32,0.851684932,14.47868493
2016-05-20,10.01,0.841121925,14.16412192
2016-05-21,9.7,0.841121925,13.85012192
2016-05-22,9.94,0.841121925,14.09012192
2016-05-23,10.35,0.813853134,14.47585313
2016-05-24,10.37,0.826855447,14.50985545
2016-05-25,10.18,0.823619662,14.31361966
2016-05-26,11.92,0.842506836,16.07250684
2016-05-27,10.65,0.84813981,14.80513981
2016-05-28,11.04,0.84813981,15.20113981
2016-05-29,10.52,0.84813981,14.67713981
2016-05-30,10.56,0.855566868,14.72356687
2016-05-31,11.74,0.854328081,15.90132808
2016-06-01,12.22,0.843925165,16.37692516
2016-06-02,12.02,0.860353797,16.1953538
2016-06-03,12.49,0.846489828,16.64748983
2016-06-04,11.95,0.846489828,16.10748983
2016-06-05,11.88,0.846489828,16.03748983
2016-06-06,12.31,0.894760128,16.51776013
2016-06-07,11.74,0.885924478,15.94192448
2016-06-08,11.87,0.87751862,16.05751862
2016-06-09,11.86,0.884904569,16.05490457
2016-06-10,12.46,0.858377564,16.62537756
2016-06-11,11.24,0.858377564,15.41337756
2016-06-12,11.12,0.858377564,15.29437756
2016-06-13,10.9,0.850683788,15.06368379
2016-06-14,11.23,0.856508052,15.40250805
2016-06-15,11.2,0.863169559,15.37716956
2016-06-16,11.55,0.834259724,15.69225972
2016-06-17,11.35,0.824579956,15.48757996
2016-06-18,11.26,0.824579956,15.39857996
2016-06-19,10.71,0.824579956,14.84657996
2016-06-20,11.86,0.846782237,16.02178224
2016-06-21,11.52,0.789178114,15.62117811
2016-06-22,11.58,0.803717971,15.69871797
2016-06-23,11.71,0.801443771,15.82144377
2016-06-24,11.68,0.698929137,15.69092914
2016-06-25,11.95,0.698929137,15.95692914
2016-06-26,11.98,0.698929137,15.98792914
2016-06-27,11.44,0.713349291,15.46534929
2016-06-28,11.55,0.721003737,15.57900374
2016-06-29,11.7,0.689211676,15.70121168
2016-06-30,11.52,0.680239252,15.51223925
2016-07-01,11.59,0.709395518,15.61139552
2016-07-02,11.39,0.709395518,15.41339552
2016-07-03,11.43,0.709395518,15.44939552
2016-07-04,11.52,0.768020748,15.60102075
2016-07-05,11.76,0.727189123,15.80018912
2016-07-06,11.69,0.717812294,15.71681229
2016-07-07,11.54,0.723507645,15.57050765
2016-07-08,11.27,0.717874228,15.30387423
2016-07-09,11.45,0.717874228,15.47487423
2016-07-10,11.34,0.717874228,15.37287423
2016-07-11,11.36,0.695716893,15.36671689
2016-07-12,11.86,0.725866713,15.89986671
2016-07-13,11.41,0.735768978,15.45576898
2016-07-14,11.2,0.742570663,15.25757066
2016-07-15,11.37,0.758029284,15.44302928
2016-07-16,11.23,0.758029284,15.29702928
2016-07-17,11.22,0.758029284,15.29002928
2016-07-18,11.41,0.746505877,15.47050588
2016-07-19,11.68,0.717234564,15.71023456
2016-07-20,11.95,0.725575842,15.99057584
2016-07-21,12.21,0.716347483,16.23634748
2016-07-22,12.68,0.70148158,16.69648158
2016-07-23,12.41,0.70148158,16.42748158
2016-07-24,12.34,0.70148158,16.35148158
2016-07-25,12.54,0.708435098,16.5644351
2016-07-26,12.29,0.695488706,16.29948871
2016-07-27,12.1,0.698315569,16.10731557
2016-07-28,11.84,0.691865456,15.84486546
2016-07-29,11.67,0.68622441,15.66722441
2016-07-30,11.75,0.68622441,15.75122441
2016-07-31,11.85,0.68622441,15.85122441
2016-08-01,11.69,0.680765371,15.68076537
2016-08-02,11.48,0.688190386,15.47519039
2016-08-03,11.51,0.718724587,15.53972459
2016-08-04,11.87,0.724228058,15.90822806
2016-08-05,11.28,0.739032376,15.32703238
2016-08-06,11.37,0.739032376,15.41603238
2016-08-07,11.4,0.739032376,15.45503238
2016-08-08,11.39,0.772583302,15.4725833
2016-08-09,11.2,0.763458862,15.27645886
2016-08-10,11.03,0.749951936,15.09595194
2016-08-11,11.15,0.771574651,15.22857465
2016-08-12,10.07,0.775477836,14.15447784
2016-08-13,9.38,0.775477836,13.46647784
2016-08-14,8.84,0.775477836,12.92547784
2016-08-15,7.98,0.764823511,12.05482351
2016-08-16,10.21,0.751065413,14.27606541
2016-08-17,9.71,0.714615026,13.73361503
2016-08-18,10.08,0.747172863,14.13617286
2016-08-19,9.32,0.757615386,13.39061539
2016-08-20,9.38,0.757615386,13.45361539
2016-08-21,9.28,0.757615386,13.35161539
2016-08-22,9.67,0.78208559,13.76708559
2016-08-23,10.07,0.746961139,14.12496114
2016-08-24,9.65,0.727610228,13.69061023
2016-08-25,9.52,0.741535539,13.56953554
2016-08-26,9.37,0.74041603,13.42541603
2016-08-27,9.37,0.74041603,13.42641603
2016-08-28,9.41,0.74041603,13.45841603
2016-08-29,9.2,0.736709749,13.25270975
2016-08-30,8.71,0.714762597,12.7347626
2016-08-31,8.02,0.700249968,12.03124997
2016-09-01,7.29,0.684401153,11.29040115
2016-09-02,9.51,0.629937646,13.45293765
2016-09-03,9.18,0.629937646,13.12593765
2016-09-04,9.39,0.629937646,13.33493765
2016-09-05,10.2,0.606743044,14.11374304
2016-09-06,9.38,0.636699005,13.323699
2016-09-07,8.22,0.618091559,12.14709156
2016-09-08,8.34,0.632882366,12.28088237
2016-09-09,7.94,0.634940504,11.8879405
2016-09-10,8.23,0.634940504,12.1719405
2016-09-11,7.95,0.634940504,11.8939405
2016-09-12,7.47,0.625524596,11.4055246
2016-09-13,7.57,0.632367652,11.51836765
2016-09-14,7.18,0.622647493,11.11664749
2016-09-15,9.49,0.647795865,13.44779586
2016-09-16,10.09,0.682630797,14.0816308
2016-09-17,9.89,0.682630797,13.8836308
2016-09-18,9.79,0.682630797,13.7806308
2016-09-19,11.33,0.694524273,15.33352427
2016-09-20,10.61,0.656396747,14.57739675
2016-09-21,11.81,0.666414889,15.78941489
2016-09-22,11.84,0.698225076,15.84622508
2016-09-23,11.27,0.715477459,15.29947746
2016-09-24,11,0.715477459,15.02947746
2016-09-25,10.42,0.715477459,14.44647746
2016-09-26,11.73,0.735600037,15.78060004
2016-09-27,11.11,0.707941851,15.12994185
2016-09-28,11.17,0.785257032,15.26725703
2016-09-29,12.61,0.796157811,16.71915781
2016-09-30,11.52,0.789175129,15.61817513
2016-10-01,11.52,0.789175129,15.62317513
2016-10-02,11.46,0.789175129,15.56217513
2016-10-03,10.11,0.846688863,14.27068886
2016-10-04,11.74,0.836875458,15.89087546
2016-10-05,11.93,0.886718135,16.12671814
2016-10-06,13.03,0.94777165,17.29077165
2016-10-07,13.48,0.923932804,17.7119328
2016-10-08,11.34,0.923932804,15.5789328
2016-10-09,11.94,0.923932804,16.1739328
2016-10-10,13.62,0.938439676,17.86843968
2016-10-11,14.72,0.911241675,18.94024168
2016-10-12,14.2,0.915326363,18.42332636
2016-10-13,14.33,0.937470975,18.57947097
2016-10-14,14.61,0.963488835,18.88048883
2016-10-15,14.21,0.963488835,18.48648883
2016-10-16,13.29,0.963488835,17.56548883
2016-10-17,13.87,0.974204436,18.15220444
2016-10-18,15.2,0.978628918,19.49362892
2016-10-19,15.63,0.932088381,19.87408838
2016-10-20,16.16,0.916008468,20.38300847
2016-10-21,15.27,0.963211225,19.54921123
2016-10-22,15.58,0.963211225,19.85321123
2016-10-23,15.15,0.963211225,19.42721123
2016-10-24,16.28,0.952843584,20.54384358
2016-10-25,16.19,0.954583526,20.45258353
2016-10-26,15.58,0.97556012,19.86856012
2016-10-27,15.62,0.956154489,19.89115449
2016-10-28,15.8,0.973834148,20.08683415
2016-10-29,15.32,0.973834148,19.60483415
2016-10-30,15.16,0.973834148,19.44983415
2016-10-31,15.66,0.974921982,19.94192198
2016-11-01,16.45,1.002945959,20.76594596
2016-11-02,18.34,1.0361127,22.6831127
2016-11-03,17.68,1.065513014,22.06051301
2016-11-04,14.57,1.047426548,18.92642655
2016-11-05,15.95,1.047426548,20.30542655
2016-11-06,15.4,1.047426548,19.75742655
2016-11-07,16.56,1.020652198,20.8876522
2016-11-08,16.27,1.009473853,20.59347385
2016-11-09,16.48,0.990309555,20.78630956
2016-11-10,15.82,0.946105808,20.08110581
2016-11-11,15.89,0.89802144,20.09802144
2016-11-12,16.15,0.89802144,20.36202144
2016-11-13,15.96,0.89802144,20.16802144
2016-11-14,15.77,0.856316045,19.94131604
2016-11-15,14.83,0.912008801,19.0530088
2016-11-16,15.32,0.8775533,19.5095533
2016-11-17,14.99,0.928776942,19.22577694
2016-11-18,16.5,0.88232716,20.69532716
2016-11-19,16.07,0.88232716,20.26532716
2016-11-20,15.63,0.88232716,19.82332716
2016-11-21,14.75,0.85722763,18.92222763
2016-11-22,15.49,0.865865344,19.67086534
2016-11-23,15.7,0.842105978,19.85410598
2016-11-24,16.15,0.833712335,20.29171233
2016-11-25,16.2,0.782915424,20.28991542
2016-11-26,16.08,0.782915424,20.17191542
2016-11-27,15.8,0.782915424,19.89391542
2016-11-28,16.66,0.743781778,20.71878178
2016-11-29,17.02,0.712903187,21.04890319
2016-11-30,16.88,0.713825283,20.90782528
2016-12-01,16.66,0.697511649,20.66851165
2016-12-02,15.81,0.670052589,19.78905259
2016-12-03,15.56,0.670052589,19.54405259
2016-12-04,15.78,0.670052589,19.76405259
2016-12-05,16.23,0.683043051,20.22304305
2016-12-06,14.71,0.702149556,18.72814956
2016-12-07,14.52,0.67811648,18.51111648
2016-12-08,14.52,0.719968494,18.54896849
2016-12-09,14.7,0.690857982,18.69885798
2016-12-10,14.6,0.690857982,18.60685798
2016-12-11,14.79,0.690857982,18.79585798
2016-12-12,15.29,0.753002772,19.35000277
2016-12-13,15.09,0.742130834,19.14413083
2016-12-14,15.1,0.777247149,19.19024715
2016-12-15,15.3,0.748754713,19.36175471
2016-12-16,15.44,0.764690572,19.51669057
2016-12-17,15.42,0.764690572,19.49269057
2016-12-18,15.44,0.764690572,19.51169057
2016-12-19,15.61,0.792367008,19.71236701
2016-12-20,15.27,0.812306699,19.3973067
2016-12-21,15.44,0.903655786,19.65265579
2016-12-22,15.87,0.952300015,20.13130001
2016-12-23,15.99,0.979235092,20.27823509
2016-12-24,15.86,0.979235092,20.14623509
2016-12-25,11.5,0.979235092,15.78623509
2016-12-26,16.33,0.979235092,20.61923509
2016-12-27,17.1,0.994997548,21.40399755
2016-12-28,17.39,0.991666688,21.68966669
2016-12-29,17.39,1.004614741,21.70861474
2016-12-30,17.82,1.033831629,22.16083163
2016-12-31,17.51,1.033831629,21.85783163
2017-01-01,16.95,1.033831629,21.29483163
2017-01-02,17.69,0.961910471,21.95991047
2017-01-03,16.62,0.850550373,20.78555037
2017-01-04,17.12,0.8976458,21.3276458
2017-01-05,16.89,0.832690799,21.0316908
2017-01-06,17.23,0.797003432,21.33600343
2017-01-07,16.74,0.797003432,20.84800343
2017-01-08,16.51,0.797003432,20.61400343
2017-01-09,17.15,0.844456343,21.30445634
2017-01-10,17.94,0.882284725,22.13528473
2017-01-11,18.44,0.881729282,22.63672928
2017-01-12,18.58,0.811554609,22.70255461
2017-01-13,18.27,0.808912312,22.38591231
2017-01-14,18.83,0.808912312,22.95191231
2017-01-15,17.93,0.808912312,22.05491231
2017-01-16,17.87,0.760598065,21.93959807
2017-01-17,18.34,0.794234548,22.44823455
2017-01-18,18.3,0.772487589,22.38548759
2017-01-19,18.32,0.826150139,22.46215014
2017-01-20,18.85,0.865265204,23.0312652
2017-01-21,19.03,0.865265204,23.2112652
2017-01-22,19.18,0.865265204,23.3572652
2017-01-23,19.44,0.843676555,23.59667656
2017-01-24,19.06,0.803678923,23.17967892
2017-01-25,18.05,0.780258519,22.14325852
2017-01-26,18.31,0.811237952,22.43323795
2017-01-27,19.1,0.772549769,23.18654977
2017-01-28,17.83,0.772549769,21.91854977
2017-01-29,17.9,0.772549769,21.98754977
2017-01-30,18.82,0.814614559,22.94761456
2017-01-31,19.34,0.846133058,23.49813306
2017-02-01,19.3,0.826900129,23.43390013
2017-02-02,19,0.829066611,23.13906661
2017-02-03,20.51,0.819025716,24.64502572
2017-02-04,19.97,0.819025716,24.10002572
2017-02-05,20.53,0.819025716,24.66002572
2017-02-06,20.79,0.808897877,24.90689788
2017-02-07,19.42,0.814055482,23.55005548
2017-02-08,18.49,0.820138688,22.62613869
2017-02-09,19,0.828671475,23.13967147
2017-02-10,17.72,0.802314421,21.83231442
2017-02-11,17.78,0.802314421,21.89331442
2017-02-12,17.61,0.802314421,21.72731442
2017-02-13,16.88,0.76464452,20.95664452
2017-02-14,16.73,0.800820571,20.84282057
2017-02-15,16.77,0.792998276,20.87299828
2017-02-16,17.12,0.776861666,21.20486167
2017-02-17,16.39,0.783581994,20.48158199
2017-02-18,15.78,0.783581994,19.87758199
2017-02-19,15.72,0.783581994,19.81558199
2017-02-20,15.36,0.798168038,19.47416804
2017-02-21,15.54,0.786139844,19.64113984
2017-02-22,15.46,0.789189171,19.55818917
2017-02-23,16.12,0.83025698,20.26625698
2017-02-24,15.72,0.839777845,19.87477785
2017-02-25,15.89,0.839777845,20.04077785
2017-02-26,15.32,0.839777845,19.47177785
2017-02-27,15.05,0.815119235,19.17711924
2017-02-28,15.23,0.8241205,19.3681205
2017-03-01,15.11,0.932335701,19.3543357
2017-03-02,14.25,0.86244186,18.42244186
2017-03-03,14.84,0.887962013,19.03596201
2017-03-04,14.41,0.887962013,18.60896201
2017-03-05,14.52,0.887962013,18.71696201
2017-03-06,14.61,0.873389781,18.79238978
2017-03-07,14.51,0.857857177,18.68385718
